Date of Arrest (DoA),Year/Month,Charge 1,Charge 2,Charge 3,SEX,RACE,Age (on DoA),Primary Charge,Code,Age Group,Eth/Race
07/12/2016,2016-July,21810 PC,11364(a) HS,4060 BP,M,White,39,Illegal possession of brass knuckles,Penal Code - Weapons,36-45,White
07/12/2016,2016-July,166(A)(4) PC,,,M,White,50,Violation of a Court Order,Penal Code - Public Justice,46-55,White
07/13/2016,2016-July,11364(a) HS,,,M,Hispanic,32,Drug paraphernalia,Health & Safety,26-35,Hispanic
07/13/2016,2016-July,11377(A) HS,11364(a) HS,,M,Hispanic,50,Possession - controlled subst,Health & Safety,46-55,Hispanic
07/13/2016,2016-July,11350(A) HS,11377(A) HS,11364(a) HS,M,White,30,Possession - controlled subst,Health & Safety,26-35,White
07/14/2016,2016-July,288.7(b) PC,148(a)(1) PC,,M,White,43,Child sex,Penal Code - Against person,36-45,White
07/14/2016,2016-July,166(A)(4) PC,,,M,White,50,Violation of a Court Order,Penal Code - Public Justice,46-55,White
07/15/2016,2016-July,242 PC,594(b)(1) PC,,M,Black,54,Battery,Penal Code - Against person,46-55,African-Amer
07/15/2016,2016-July,11377(A) HS,11364(a) HS,,M,White,29,Possession - controlled subst,Health & Safety,26-35,White
07/16/2016,2016-July,273.5(A) PC,13700 PC,242 PC,M,Hispanic,23,Corporal Injury spouse/partner,Penal Code - Against person,18-25,Hispanic
07/16/2016,2016-July,30305(a)(1) PC,3056 PC,12671 HS,M,White,32,Poss Firearm by Prohibited Person,Penal Code - Weapons,26-35,White
07/17/2016,2016-July,23152(f) VC,,,M,White,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
07/18/2016,2016-July,647(h) PC,,,M,Black,37,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,36-45,African-Amer
07/19/2016,2016-July,11350(A) HS,11364(a) HS,,F,White,28,Possession - controlled subst,Health & Safety,26-35,White
07/21/2016,2016-July,594(b)(2)(A) PC,,,M,White,18,Vandalism,Penal Code - Mal Misch & Disord Cond,18-25,White
07/21/2016,2016-July,23152(a) VC,23152(b) VC,,M,White,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
07/21/2016,2016-July,488 PC,647(h) PC,,M,White,33,Petty Theft,Penal Code - Larceny,26-35,White
07/22/2016,2016-July,11350(A) HS,,,M,Black,22,Possession - controlled subst,Health & Safety,18-25,African-Amer
07/22/2016,2016-July,529(a)(3) PC,530.5(a) PC,470(D) PC,M,Hispanic,34,Impersonation,Penal Code - Property Crimes,26-35,Hispanic
07/23/2016,2016-July,11378 HS,11364(a) HS,O/W MISD,M,White,35,Possession for sale - contr subst,Health & Safety,26-35,White
07/24/2016,2016-July,11364(a) HS,11377(A) HS,,M,White,44,Drug paraphernalia,Health & Safety,36-45,White
07/25/2016,2016-July,148(a)(1) PC,,,M,White,28,Resist Arrest,Penal Code - Public Justice,26-35,White
07/25/2016,2016-July,602(O) PC,,,M,White,52,Trespass,Penal Code - Mal Misch & Disord Cond,46-55,White
07/27/2016,2016-July,245(A)(1) PC,,,M,White,32,Assault with a deadly weapon,Penal Code - Against person,26-35,White
07/29/2016,2016-July,11364(a) HS,11377(A) HS,,M,Black,38,Drug paraphernalia,Health & Safety,36-45,African-Amer
07/29/2016,2016-July,647(f) PC,,,M,Hispanic,27,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,Hispanic
07/29/2016,2016-July,647(f) PC,,,M,White,21,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,White
07/29/2016,2016-July,23152(e) VC,,,M,White,27,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
07/29/2016,2016-July,11364(a) HS,4060 BP,,M,White,31,Drug paraphernalia,Health & Safety,26-35,White
07/29/2016,2016-July,647(f) PC,O/W MISD,,M,Unknown,22,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,
07/30/2016,2016-July,11350(A) HS,11364(a) HS,11377(A) HS,M,White,42,Possession - controlled subst,Health & Safety,36-45,White
08/01/2016,2016-August,11364(a) HS,,,F,White,30,Drug paraphernalia,Health & Safety,26-35,White
08/02/2016,2016-August,490.5(A) PC,,,F,White,24,Petty Theft,Penal Code - Larceny,18-25,White
08/02/2016,2016-August,490.5(A) PC,,,M,White,25,Petty Theft,Penal Code - Larceny,18-25,White
08/03/2016,2016-August,459 PC,496(A) PC,,M,Black,25,Burglary,Penal Code - Property Crimes,18-25,African-Amer
08/04/2016,2016-August,243(d) PC,,,M,Black,40,Battery on a person,Penal Code - Against person,36-45,African-Amer
08/04/2016,2016-August,243(d) PC,245(A)(4) PC,236 PC,M,Black,49,Battery on a person,Penal Code - Against person,46-55,African-Amer
08/05/2016,2016-August,23152(a) VC,23152(b) VC,,M,Black,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,African-Amer
08/05/2016,2016-August,11377(A) HS,496(A) PC,,M,White,25,Possession - controlled subst,Health & Safety,18-25,White
08/05/2016,2016-August,11377(A) HS,11364(a) HS,,M,White,29,Possession - controlled subst,Health & Safety,26-35,White
08/05/2016,2016-August,11350(A) HS,11359 HS,11378 HS,F,White,34,Possession - controlled subst,Health & Safety,26-35,White
08/05/2016,2016-August,602.5(A) PC,,,F,White,55,Illegal occupancy of building w/out consent,Penal Code - Mal Misch & Disord Cond,46-55,White
08/06/2016,2016-August,11364(a) HS,,,F,Hispanic,19,Drug paraphernalia,Health & Safety,18-25,Hispanic
08/06/2016,2016-August,11364(a) HS,11377(A) HS,490.5(A) PC,M,Hispanic,31,Drug paraphernalia,Health & Safety,26-35,Hispanic
08/06/2016,2016-August,23152(a) VC,23152(b) VC,,F,White,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
08/06/2016,2016-August,23152(a) VC,23152(b) VC,,F,White,26,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
08/06/2016,2016-August,490.5(A) PC,,,F,White,55,Petty Theft,Penal Code - Larceny,46-55,White
08/07/2016,2016-August,23152(a) VC,23152(b) VC,,M,Black,24,Drug or EtOH vehicle violtion,Vehicle Code,18-25,African-Amer
08/07/2016,2016-August,11350(A) HS,,,M,White,18,Possession - controlled subst,Health & Safety,18-25,White
08/08/2016,2016-August,11377(A) HS,,,M,White,26,Possession - controlled subst,Health & Safety,26-35,White
08/08/2016,2016-August,647(f) PC,,,F,White,59,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
08/09/2016,2016-August,647(f) PC,,,M,White,36,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
08/11/2016,2016-August,243.4(C) PC,,,M,Other Asian,44,Touch genitals,Penal Code - Against person,36-45,Asian
08/11/2016,2016-August,11377(A) HS,1203.2(a) PC,30305(a)(1) PC,M,Hispanic,30,Possession - controlled subst,Health & Safety,26-35,Hispanic
08/11/2016,2016-August,11364(a) HS,,,M,White,49,Drug paraphernalia,Health & Safety,46-55,White
08/12/2016,2016-August,11364(a) HS,148(a)(1) PC,11377(A) HS,M,White,26,Drug paraphernalia,Health & Safety,26-35,White
08/12/2016,2016-August,11364(a) HS,3056 PC,,M,White,34,Drug paraphernalia,Health & Safety,26-35,White
08/13/2016,2016-August,10851(A) VC,182(A)(1) PC,496(A) PC,F,Hispanic,20,car theft or tampering,Vehicle Code,18-25,Hispanic
08/13/2016,2016-August,10851(A) VC,182(A)(1) PC,496(A) PC,M,White,18,car theft or tampering,Vehicle Code,18-25,White
08/13/2016,2016-August,11357(A) HS,11364(a) HS,11377(A) HS,M,White,18,Possession - Cannabis,Health & Safety,18-25,White
08/14/2016,2016-August,23152(a) VC,23152(b) VC,,M,Hispanic,23,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
08/14/2016,2016-August,23152(a) VC,23152(b) VC,,F,White,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
08/14/2016,2016-August,11364(a) HS,,,M,White,26,Drug paraphernalia,Health & Safety,26-35,White
08/14/2016,2016-August,490.5(A) PC,,,M,White,26,Petty Theft,Penal Code - Larceny,26-35,White
08/15/2016,2016-August,243(e)(1) PC,,,M,Other Asian,26,Battery on a spouse/partner,Penal Code - Against person,26-35,Asian
08/15/2016,2016-August,11377(A) HS,459 PC,,F,White,31,Possession - controlled subst,Health & Safety,26-35,White
08/16/2016,2016-August,211 PC,236 PC,243(e)(1) PC,M,Hispanic,21,Robbery,Penal Code - Against person,18-25,Hispanic
08/17/2016,2016-August,487(A) PC,,,M,Hispanic,23,Grand Theft,Penal Code - Larceny,18-25,Hispanic
08/18/2016,2016-August,11364(a) HS,,,F,Hispanic,19,Drug paraphernalia,Health & Safety,18-25,Hispanic
08/18/2016,2016-August,23152(a) VC,23152(b) VC,,M,Hispanic,27,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
08/18/2016,2016-August,O/W MISD,,,M,Hispanic,32,,Penal Code,26-35,Hispanic
08/18/2016,2016-August,O/W FEL,,,M,Hispanic,34,,Penal Code,26-35,Hispanic
08/18/2016,2016-August,243(e)(1) PC,,,M,White,36,Battery on a spouse/partner,Penal Code - Against person,36-45,White
08/18/2016,2016-August,11364(a) HS,485 PC,,M,White,51,Drug paraphernalia,Health & Safety,46-55,White
08/19/2016,2016-August,487(A) PC,182(A)(1) PC,148(a)(1) PC,M,Hispanic,28,Grand Theft,Penal Code - Larceny,26-35,Hispanic
08/19/2016,2016-August,487(A) PC,182(A)(1) PC,,M,Hispanic,40,Grand Theft,Penal Code - Larceny,36-45,Hispanic
08/19/2016,2016-August,488 PC,,,M,Hispanic,42,Petty Theft,Penal Code - Larceny,36-45,Hispanic
08/19/2016,2016-August,11364(a) HS,4060 BP,,M,White,33,Drug paraphernalia,Health & Safety,26-35,White
08/19/2016,2016-August,11364(a) HS,11377(A) HS,30305(a)(1) PC,F,White,34,Drug paraphernalia,Health & Safety,26-35,White
08/19/2016,2016-August,23152(a) VC,23152(b) VC,,M,White,35,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
08/20/2016,2016-August,236 PC,273.5(A) PC,488 PC,M,Black,22,False Imprisonment,Penal Code - Against person,18-25,African-Amer
08/20/2016,2016-August,23152(f) VC,,,M,Hispanic,19,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
08/20/2016,2016-August,23152(a) VC,23152(b) VC,,M,Hispanic,40,Drug or EtOH vehicle violtion,Vehicle Code,36-45,Hispanic
08/25/2016,2016-August,530.5 PC,,,F,Asian Indian,57,Identity Theft,Penal Code - Property Crimes,56-65,Asian
08/25/2016,2016-August,530.5 PC,,,F,Asian Indian,57,Identity Theft,Penal Code - Property Crimes,56-65,Asian
08/25/2016,2016-August,530.5 PC,,,F,Asian Indian,57,Identity Theft,Penal Code - Property Crimes,56-65,Asian
08/25/2016,2016-August,530.5(a) PC,,,F,Asian Indian,57,Identity Theft,Penal Code - Property Crimes,56-65,Asian
08/25/2016,2016-August,11377(A) HS,11364(a) HS,11357(A) HS,M,White,24,Possession - controlled subst,Health & Safety,18-25,White
08/25/2016,2016-August,11377(A) HS,,,F,White,31,Possession - controlled subst,Health & Safety,26-35,White
08/26/2016,2016-August,23152(a) VC,23152(b) VC,,M,White,36,Drug or EtOH vehicle violtion,Vehicle Code,36-45,White
08/26/2016,2016-August,11377(A) HS,11364(a) HS,,M,White,52,Possession - controlled subst,Health & Safety,46-55,White
08/28/2016,2016-August,490.5(A) PC,,,F,White,59,Petty Theft,Penal Code - Larceny,56-65,White
08/29/2016,2016-August,23152(e) VC,11550(A) HS,11377(A) HS,M,White,38,Drug or EtOH vehicle violtion,Vehicle Code,36-45,White
08/30/2016,2016-August,647(f) PC,,,M,White,38,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
08/31/2016,2016-August,243(e)(1) PC,,,M,White,22,Battery on a spouse/partner,Penal Code - Against person,18-25,White
08/31/2016,2016-August,11378 HS,1203.2(a) PC,,M,White,52,Possession for sale - contr subst,Health & Safety,46-55,White
09/01/2016,2016-September,4463(a)(1) VC,,,M,Hispanic,38,Registration,Vehicle Code,36-45,Hispanic
09/01/2016,2016-September,11364(a) HS,,,M,White,37,Drug paraphernalia,Health & Safety,36-45,White
09/02/2016,2016-September,O/W MISD,,,F,Hispanic,46,,Penal Code,46-55,Hispanic
09/02/2016,2016-September,11377(A) HS,O/W MISD,,M,White,25,Possession - controlled subst,Health & Safety,18-25,White
09/02/2016,2016-September,11377(A) HS,,,M,White,32,Possession - controlled subst,Health & Safety,26-35,White
09/03/2016,2016-September,11350(A) HS,11364(a) HS,,M,White,37,Possession - controlled subst,Health & Safety,36-45,White
09/03/2016,2016-September,647(f) PC,,,F,White,55,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,46-55,White
09/05/2016,2016-September,664/187(A) PC,,,M,White,28,Att Murder,Penal Code - Against person,26-35,White
09/07/2016,2016-September,11364(a) HS,,,M,Hispanic,47,Drug paraphernalia,Health & Safety,46-55,Hispanic
09/07/2016,2016-September,490.5(A) PC,4060 BP,,M,White,22,Petty Theft,Penal Code - Larceny,18-25,White
09/07/2016,2016-September,422 PC,,,M,White,35,Criminal Threats,Penal Code - Threats,26-35,White
09/08/2016,2016-September,148(a)(1) PC,647(h) PC,,M,Black,41,Resist Arrest,Penal Code - Public Justice,36-45,African-Amer
09/08/2016,2016-September,243(e)(1) PC,242 PC,,F,White,21,Battery on a spouse/partner,Penal Code - Against person,18-25,White
09/09/2016,2016-September,23152(a) VC,23152(b) VC,,M,Hispanic,34,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
09/09/2016,2016-September,496(A) PC,,,F,White,35,Receives Stolen Property,Penal Code - Larceny,26-35,White
09/10/2016,2016-September,23152(a) VC,23152(b) VC,,F,Other,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Other
09/10/2016,2016-September,273.5(A) PC,,,F,Other,25,Corporal Injury spouse/partner,Penal Code - Against person,18-25,Other
09/13/2016,2016-September,11364(a) HS,11377(A) HS,,M,Black,47,Drug paraphernalia,Health & Safety,46-55,African-Amer
09/14/2016,2016-September,11357(E) HS,,,M,Hispanic,18,Possession - Cannabis,Health & Safety,18-25,Hispanic
09/14/2016,2016-September,10851(A) VC,11378 HS,11379(B) HS,M,White,37,car theft or tampering,Vehicle Code,36-45,White
09/14/2016,2016-September,11377(A) HS,O/W MISD,,M,White,42,Possession - controlled subst,Health & Safety,36-45,White
09/16/2016,2016-September,148(a)(1) PC,647(f) PC,,M,Black,30,Resist Arrest,Penal Code - Public Justice,26-35,African-Amer
09/16/2016,2016-September,273A(A)(1) PC,,,M,Hispanic,36,Child Injury,Penal Code - Against person,36-45,Hispanic
09/16/2016,2016-September,647(f) PC,,,M,White,20,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,White
09/17/2016,2016-September,647(f) PC,,,M,White,27,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
09/18/2016,2016-September,459.5 PC,,,F,Hispanic,24,Burglary,Penal Code - Property Crimes,18-25,Hispanic
09/22/2016,2016-September,647(f) PC,,,M,White,62,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
09/23/2016,2016-September,29800(a)(1) PC,30305(a)(1) PC,,M,Black,27,Poss Firearm Felon,Penal Code - Weapons,26-35,African-Amer
09/23/2016,2016-September,25850(a) PC,,,F,Black,30,Loaded firearm in public place,Penal Code,26-35,African-Amer
09/23/2016,2016-September,23152(a) VC,23152(b) VC,,M,Vietnamese,23,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
09/23/2016,2016-September,23152(a) VC,23152(b) VC,,F,Indian/Nativ,31,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Native Amer
09/24/2016,2016-September,529.5(C) PC,647(f) PC,,M,Other,19,False ID,Penal Code - Property Crimes,18-25,Other
09/24/2016,2016-September,23152(a) VC,23152(b) VC,,M,White,23,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
09/24/2016,2016-September,647(f) PC,,,M,White,39,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
09/26/2016,2016-September,459 PC,530.5 PC,182(A)(1) PC,F,Black,51,Burglary,Penal Code - Property Crimes,46-55,African-Amer
09/26/2016,2016-September,530.5 PC,459 PC,488 PC,M,Black,55,Identity Theft,Penal Code - Property Crimes,46-55,African-Amer
09/26/2016,2016-September,182(A)(1) PC,148.9(A) PC,488 PC,M,Black,56,Conspiracy to commit a crime,Penal Code - Public Justice,56-65,African-Amer
09/28/2016,2016-September,10851(A) VC,,,M,White,26,car theft or tampering,Vehicle Code,26-35,White
09/28/2016,2016-September,530.5 PC,466 PC,11364(a) HS,M,White,37,Identity Theft,Penal Code - Property Crimes,36-45,White
09/29/2016,2016-September,647(f) PC,,,M,Black,30,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
09/29/2016,2016-September,23152(a) VC,23152(b) VC,,M,Hispanic,43,Drug or EtOH vehicle violtion,Vehicle Code,36-45,Hispanic
09/29/2016,2016-September,O/W MISD,,,F,White,28,,Penal Code,26-35,White
09/29/2016,2016-September,29800(a)(1) PC,11350(A) HS,11364(a) HS,M,White,39,Poss Firearm Felon,Penal Code - Weapons,36-45,White
09/30/2016,2016-September,236 PC,368(f) PC,368(B) PC,M,Black,30,False Imprisonment,Penal Code - Against person,26-35,African-Amer
09/30/2016,2016-September,23152(a) VC,23152(b) VC,,M,Other Asian,21,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
09/30/2016,2016-September,23152(a) VC,23152(b) VC,,M,Hispanic,31,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
09/30/2016,2016-September,11377(A) HS,,,F,White,31,Possession - controlled subst,Health & Safety,26-35,White
09/30/2016,2016-September,647(f) PC,,,M,White,39,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
10/01/2016,2016-October,11364(a) HS,,,M,White,28,Drug paraphernalia,Health & Safety,26-35,White
10/02/2016,2016-October,23152(a) VC,23152(b) VC,,M,Black,28,Drug or EtOH vehicle violtion,Vehicle Code,26-35,African-Amer
10/03/2016,2016-October,529(a)(3) PC,530.5(a) PC,11364(a) HS,M,Other,31,Impersonation,Penal Code - Property Crimes,26-35,Other
10/04/2016,2016-October,21310 PC,417(A)(1) PC,422 PC,M,White,57,Illegal possession of a dirk/dagger,Penal Code - Weapons,56-65,White
10/05/2016,2016-October,23152(a) VC,23152(b) VC,,F,White,20,Drug or EtOH vehicle violtion,Vehicle Code,18-25,White
10/05/2016,2016-October,459 PC,488 PC,647(h) PC,F,White,31,Burglary,Penal Code - Property Crimes,26-35,White
10/05/2016,2016-October,647(f) PC,,,M,White,39,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
10/06/2016,2016-October,647(f) PC,148(a)(1) PC,,M,Black,25,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,African-Amer
10/06/2016,2016-October,23152(f) VC,,,M,Hispanic,30,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
10/06/2016,2016-October,11377(A) HS,,,M,White,19,Possession - controlled subst,Health & Safety,18-25,White
10/08/2016,2016-October,236 PC,245(A)(1) PC,245(A)(4) PC,M,Chinese,19,False Imprisonment,Penal Code - Against person,18-25,Asian
10/08/2016,2016-October,23152(a) VC,23152(b) VC,23152(f) VC,M,Hispanic,41,Drug or EtOH vehicle violtion,Vehicle Code,36-45,Hispanic
10/09/2016,2016-October,242 PC,11350(A) HS,,M,White,27,Battery,Penal Code - Against person,26-35,White
10/09/2016,2016-October,11364(a) HS,11377(A) HS,,M,White,43,Drug paraphernalia,Health & Safety,36-45,White
10/10/2016,2016-October,490.5(A) PC,,,F,White,24,Petty Theft,Penal Code - Larceny,18-25,White
10/12/2016,2016-October,23152(a) VC,23152(b) VC,,M,White,29,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
10/13/2016,2016-October,647(f) PC,,,M,Black,31,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,African-Amer
10/13/2016,2016-October,11364(a) HS,O/W MISD,,M,White,34,Drug paraphernalia,Health & Safety,26-35,White
10/14/2016,2016-October,11377(A) HS,,,M,Black,23,Possession - controlled subst,Health & Safety,18-25,African-Amer
10/14/2016,2016-October,11364(a) HS,,,M,Hispanic,38,Drug paraphernalia,Health & Safety,36-45,Hispanic
10/15/2016,2016-October,647(f) PC,,,M,White,22,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,White
10/15/2016,2016-October,23152(a) VC,23152(b) VC,,M,White,28,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
10/16/2016,2016-October,273A(A)(1) PC,,,M,White,54,Child Injury,Penal Code - Against person,46-55,White
10/17/2016,2016-October,242 PC,,,M,Other,52,Battery,Penal Code - Against person,46-55,Other
10/18/2016,2016-October,23152(a) VC,23152(b) VC,,M,Hispanic,54,Drug or EtOH vehicle violtion,Vehicle Code,46-55,Hispanic
10/18/2016,2016-October,11364(a) HS,496(A) PC,,M,White,18,Drug paraphernalia,Health & Safety,18-25,White
10/18/2016,2016-October,23152(a) VC,23152(b) VC,,M,White,63,Drug or EtOH vehicle violtion,Vehicle Code,56-65,White
10/20/2016,2016-October,647(h) PC,69 PC,,M,Black,42,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,36-45,African-Amer
10/21/2016,2016-October,11364(a) HS,11377(A) HS,,N,Hispanic,30,Drug paraphernalia,Health & Safety,26-35,Hispanic
10/21/2016,2016-October,647(f) PC,,,M,White,43,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
